StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,RESIDENT,ZIPCODE_RESIDENT,ZIPCODE_UNSURE,PROPERTY,OWNERSHIP,OWNERSHIP_OTHER_TEXT,YEARS_RESIDENT,YEARS_UNSURE,PRIORITY_ACSNAT,PRIORITY_ACSEDU,PRIORITY_ACSHLT,PRIORITY_JOBINC,PRIORITY_WAGINC,PRIORITY_TRASH,PRIORITY_CSTLIV,PRIORITY_PEDCYC,PRIORITY_HOUSNG,PRIORITY_JOBDIV,PRIORITY_AIRQTY,PRIORITY_WTRQTY,PRIORITY_RODBRG,PRIORITY_UTILTY,PRIORITY_FLDPRT,PRIORITY_PUBTRN,JUSTICE_DIST.R,JUSTICE_PRO.R,JUSTICE_REC.R,JUSTICE_AGN.R,ATTITUDE_BAYLNK.R,ATTITUDE_BAYIMP,ATTITUDE_BIODIV,ATTITUDE_OPPSAT,ATTNCHECK1,NR_IMPPRT,NR_CONNCT,NR_SPIRIT,NR_NOTICE,NR_VACSPT,NR_AFFECT,ACTIVITY_CMPHIK,ACTIVITY_PADBOT,ACTIVITY_SWIMDV,ACTIVITY_BWATCH,ACTIVITY_GARDEN,ACTIVITY_FISHNG,ACTIVITY_EXRCSO,ACTIVITY_RELAXO,ACTIVITY_PICNIC,ACTIVITY_PLYGND,ACTIVITY_ZOOAQU,ACTIVITY_LSNPRK,ACTIVITY_HSTSIT,ACTIVITY_BEACH,ACTIVITY_PIER,BEHAVIOR_FERTLZ,BEHAVIOR_WATER,BEHAVIOR_CLPPNG,BEHAVIOR_GRNINF,BEHAVIOR_NODRIV,BEHAVIOR_RECYCL,BEHAVIOR_PLNTFF,BEHAVIOR_RESTOR,NORM_FERTLZ,NORM_WATER,NORM_CLPPNG,NORM_GRNINF,NORM_NODRIV,NORM_RECYCL,NORM_PLNTFF,NORM_RESTOR,FERTLZ_SEASON,FISH_LOCATN,FISH_REASON,GROUP_ARTCLT,GROUP_ENVPRT,GROUP_HOANBH,GROUP_POLTCL,GROUP_SPIRIT,GROUP_CHLPAR,GROUP_SPORTS,PIDENTITY_IDENTY,SOLASTALGIA_BELONG,SOLASTALGIA_LOSSES,HOPEPATH_WAYFIX,SOLASTALGIA_ASHAMD,SOLASTALGIA_DISAPR,HOPEPATH_KNOWLG,PIDENTITY_SPCIAL,SOLASTALGIA_UQLOSS,SOLASTALGIA_PEACEQ,ATTNCHECK2,HOPEPATH_CANFIX.R,SOLASTALGIA_DEGRAD,PIDENTITY_ATTCHD,HOPEPATH_RESOLV,SOLASTALGIA_LFSTYL,SOLASTALGIA_FLEAVE,HOPEPATH_ENOUGH.R,ATTITUDE_SAFOUT,ATTITUDE_OUTWEL.R,ATTITUDE_SWMSAF.R,ATTITUDE_CHNGFW,ATTITUDE_CHNGRN,ATTITUDE_CHNGTP,ATTITUDE_CHNGHS,ATTITUDE_CCTHRT,MHI_A1.R,MHI_D1,MHI_D2.R,MHI_A2,MHI_D3.R,LIFESATISFACTION,ECOANXIETY_1,ECOANXIETY_2,ECOANXIETY_3,ECOANXIETY_4,ECOANXIETY_5,ECOANXIETY_6,ECOANXIETY_7,KNOWLEDGE_WQTRND,KNOWLEDGE_WQTRND_C,KNOWLEDGE_NUTRNT,KNOWLEDGE_NUTRNT_C,KNOWLEDGE_SOURCE,KNOWLEDGE_SOURCE_C,KNOWLEDGE_FRTSSN,KNOWLEDGE_FRTSSN_C,KNOWLEDGE_SGLOSS,KNOWLEDGE_SGLOSS_C,INFOSOURCES,AGE,GENDER,GENDER_OTHER_TEXT,ETHNICITY,ETHNICITY_OTHER_TEXT,EDUCATION,EMPLOYMENT,HHINCOME,POLITICS,SCORE_RAW,KANTARID
16/8/2024 14:13,16/8/2024 15:01,IP Address,100,2860,TRUE,16/8/2024 15:01,R_10VfTvMlfz5sx00,anonymous,EN,1,,0,0,,I agree,Yes,33710,,Single-family home,Rent,,20 years or more,,Moderate priority,Top priority,Top priority,Moderate priority,Top priority,Moderate priority,Top priority,Low priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Moderate priority,High priority,High priority,Not true at all,A little true,Moderately true,A little true,Not true at all,Very true,Completely true,Very true,A little true,Not true at all,A little true,Not true at all,A little true,A little true,Moderately true,A few times,Never,About once a month,Never,About once a month,Never,Multiple times per week,Multiple times per week,About once a month,A few times,A few times,A few times,A few times,About once a month,About once a month,Never,Never,Never,Never,Multiple times per week,A few times,Never,Never,Much more than I do,Much more than I do,Much more than I do,Much more than I do,Much less than I do,About the same as I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","Yes, a little involved","Yes, a little involved",Completely true,Not true at all,Moderately true,A little true,A little true,Moderately true,A little true,Completely true,A little true,A little true,Very true,A little true,Very true,Completely true,Not true at all,A little true,Very true,A little true,Moderately true,A little true,A little true,Not true at all,Very true,Very true,A little true,Very true,A little of the time,Some of the time,None of the time,A good bit of the time,None of the time,Some of the time,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Declined,8,Nitrogen,1,Stormwater runoff,1,Summer (June - September),0,Increased ocean temperature,0,"Television,Social media,Non-governmental organization (NGO) websites",25 - 34,Female,,Black or African American,,Bachelor's degree,Full-time,"$50,000 - $74,999",Slightly liberal,3,[confidential]
16/8/2024 14:48,16/8/2024 15:07,IP Address,100,1163,TRUE,16/8/2024 15:07,R_8pWnB4igyDPIVaR,anonymous,EN,1,,0,0,,I agree,Yes,33764,,Single-family home,Own,,10 - 19 years,,Moderate priority,High priority,High priority,High priority,Moderate priority,Low priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,Moderate priority,Not true at all,Not true at all,Very true,Not true at all,Not true at all,A little true,Very true,Moderately true,A little true,Moderately true,Moderately true,A little true,Very true,Very true,A little true,Never,Never,Never,A few times,A few times,Never,A few times,A few times,Never,A few times,Never,A few times,Never,A few times,A few times,Never,Never,A few times,Never,A few times,About once a week,Never,Never,Much more than I do,Much more than I do,About the same as I do,About the same as I do,A little less than I do,About the same as I do,A little more than I do,About the same as I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",A little true,Not true at all,Not true at all,A little true,Not true at all,Very true,A little true,Very true,Very true,A little true,Very true,A little true,Very true,Very true,A little true,Not true at all,Moderately true,A little true,Completely true,Not true at all,Not true at all,Moderately true,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,Most of the time,None of the time,A good bit of the time,None of the time,Some of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,9,Phosphorus,6,Stormwater runoff,8,Summer (June - September),7,"Boat propeller blades,Nutrient pollution",7,"Television,Newspapers or magazines,Your own observations or experiences",55 - 64,Female,,White or European,,High school diploma or GED,Retired,"$50,000 - $74,999",Strongly conservative,3,[confidential]
16/8/2024 14:44,16/8/2024 15:10,IP Address,100,1586,TRUE,16/8/2024 15:10,R_7qQAFmwfRDDIBbq,anonymous,EN,1,,0,0,,I agree,Yes,33773,,Single-family home,Rent,,10 - 19 years,,High priority,High priority,High priority,High priority,High priority,High priority,Top priority,Moderate priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderately true,Moderately true,Moderately true,A little true,Not true at all,Very true,Moderately true,Moderately true,A little true,Moderately true,Very true,Very true,Very true,A little true,Very true,Never,Never,A few times,A few times,A few times,Never,About once a week,Never,A few times,About once a week,A few times,About once a month,A few times,A few times,About once a month,Never,A few times,Never,Never,About once a week,Multiple times per week,A few times,A few times,A little more than I do,A little more than I do,A little more than I do,A little more than I do,About the same as I do,A little more than I do,A little more than I do,A little more than I do,,,,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",A little true,Very true,Moderately true,A little true,A little true,Very true,A little true,A little true,A little true,A little true,Very true,Not true at all,Very true,Moderately true,A little true,Moderately true,Very true,Moderately true,Moderately true,A little true,Moderately true,Moderately true,A little true,Moderately true,A little true,Very true,A good bit of the time,Some of the time,Some of the time,Some of the time,A little of the time,Some of the time,Several days,Several days,Several days,More than half the days,More than half the days,Several days,Several days,Remained about the same,8,Nitrogen,4,Wastewater,4,Spring (March - May),4,Increased ocean temperature,4,"Social media,Government websites,Your own observations or experiences",35 - 44,Female,,"Hispanic or Latino/a,White or European",,Bachelor's degree,Part-time,"Less than $25,000",Neutral,1,[confidential]
16/8/2024 15:23,16/8/2024 15:56,IP Address,100,1972,TRUE,16/8/2024 15:56,R_7GrX4j4K7NaibHz,anonymous,EN,1,,0,10,,I agree,Yes,33756,,Apartment,Rent,,20 years or more,,Top priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Moderate priority,Top priority,Moderate priority,Moderate priority,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Completely true,Not true at all,Very true,A little true,Very true,A little true,Very true,A little true,Moderately true,Moderately true,Never,A few times,Never,Never,Never,A few times,A few times,Never,A few times,Never,Never,A few times,Never,A few times,A few times,,,,,About once a month,About once a month,A few times,Never,,,,,About the same as I do,About the same as I do,About the same as I do,About the same as I do,,A fishing pier or boardwalk,Fishing for relaxation,"No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,Not true at all,A little true,Not true at all,Not true at all,A little true,Completely true,Not true at all,Not true at all,Very true,Not true at all,Not true at all,Completely true,Moderately true,Not true at all,Not true at all,Not true at all,Completely true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,None of the time,Most of the time,None of the time,Most of the time,None of the time,Most of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Improved,10,Phosphorus,0,Industrial discharges into the bay,1,Winter (December - February),1,Microplastics,2,"Television,Government websites,Non-governmental organization (NGO) websites",35 - 44,Male,,White or European,,Associate degree,Full-time,"$75,000 - $99,999",Neutral,1,[confidential]
16/8/2024 15:50,16/8/2024 16:01,IP Address,100,611,TRUE,16/8/2024 16:01,R_14KCzAyF3uVsdBT,anonymous,EN,1,,0,0,,I agree,Yes,33523,,Mobile home,Own,,20 years or more,,Moderate priority,High priority,High priority,High priority,High priority,High priority,Top priority,Moderate priority,High priority,High priority,Low priority,High priority,High priority,High priority,High priority,High priority,A little true,A little true,A little true,Not true at all,Completely true,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,Multiple times per week,A few times,A few times,About once a month,Multiple times per week,About once a week,Multiple times per week,Multiple times per week,About once a week,About once a week,A few times,About once a week,A few times,A few times,A few times,,,,,A few times,Multiple times per week,Multiple times per week,About once a week,,,,,A little more than I do,A little less than I do,A little less than I do,A little less than I do,,The shoreline or bank of a water body,Fishing for fun or sport,"No, not involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, a little involved",Very true,Not true at all,Not true at all,Moderately true,A little true,Completely true,Very true,Completely true,Very true,Completely true,Very true,Moderately true,Very true,Completely true,Very true,Moderately true,Completely true,Completely true,Completely true,Not true at all,Not true at all,Completely true,Very true,Very true,Very true,Very true,A little of the time,A good bit of the time,A little of the time,Most of the time,A little of the time,Most of the time,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Remained about the same,8,Carbon,5,Wastewater,8,Winter (December - February),3,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",8,"Television,Radio,Social media,Word of mouth (friends, family, coworkers)",25 - 34,Male,,White or European,,High school diploma or GED,Unemployed,"Less than $25,000",Moderately liberal,1,[confidential]
16/8/2024 16:30,16/8/2024 16:40,IP Address,100,641,TRUE,16/8/2024 16:40,R_7CDk3iW95bLbz7P,anonymous,EN,1,,0,0,,I agree,Yes,33773,,Single-family home,Own,,5 - 9 years,,Moderate priority,Moderate priority,Moderate priority,Top priority,Top priority,Low priority,Top priority,Top priority,Top priority,High priority,Moderate priority,High priority,Moderate priority,Moderate priority,High priority,Top priority,Moderately true,Moderately true,Moderately true,A little true,A little true,Very true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Completely true,Completely true,About once a month,A few times,A few times,About once a week,About once a week,About once a month,About once a week,About once a month,About once a week,A few times,A few times,A few times,A few times,About once a month,About once a month,About once a month,About once a month,About once a week,About once a month,Multiple times per week,About once a month,About once a week,A few times,About the same as I do,A little less than I do,A little more than I do,A little less than I do,Much more than I do,About the same as I do,Much more than I do,About the same as I do,Spring (March - May),A fishing pier or boardwalk,"Fishing for relaxation,Watching friends or family fish","No, not involved","Yes, very involved","No, not involved","Yes, a little involved","Yes, a little involved","No, not involved","No, not involved",Completely true,Completely true,Completely true,Very true,Moderately true,Completely true,Moderately true,Completely true,Moderately true,Completely true,Very true,Moderately true,Very true,Completely true,Completely true,Completely true,Completely true,Moderately true,Moderately true,Moderately true,Moderately true,Very true,Completely true,Very true,Moderately true,Moderately true,A good bit of the time,Some of the time,Some of the time,Some of the time,A little of the time,Some of the time,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Declined,5,Phosphorus,4,Industrial discharges into the bay,7,Spring (March - May),5,"Microplastics,Nutrient pollution",3,"Television,Government websites,Word of mouth (friends, family, coworkers),Your own observations or experiences",55 - 64,Female,,White or European,,High school diploma or GED,Part-time,"$25,000 - $49,999",Moderately liberal,0.5,[confidential]
16/8/2024 16:38,16/8/2024 16:57,IP Address,100,1153,TRUE,16/8/2024 16:57,R_1ZBJAmwe8ThOnkO,anonymous,EN,1,,0,0,,I agree,Yes,33572,,Single-family home,Own,,5 - 9 years,,High priority,High priority,High priority,High priority,High priority,Moderate priority,Top priority,Moderate priority,Top priority,High priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,A little true,Not true at all,Very true,A little true,Not true at all,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Very true,Completely true,Completely true,Multiple times per week,About once a week,Multiple times per week,About once a month,About once a month,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,About once a month,About once a week,About once a month,About once a week,About once a week,About once a week,About once a week,About once a week,About once a week,About once a week,Multiple times per week,A little more than I do,A little more than I do,A little more than I do,Much more than I do,A little more than I do,Much more than I do,A little more than I do,Much more than I do,Fall (October - November),The shoreline or bank of a water body,"Fishing for fun or sport,Fishing for relaxation,Watching friends or family fish,Socializing with other anglers","Yes, very involved","Yes, a little involved","Yes, very involved","Yes, a little involved","Yes, a little involved","Yes, very involved","Yes, very involved",Very true,Very true,Very true,Very true,Very true,Very true,Completely true,Completely true,Completely true,Very true,Very true,Not true at all,Not true at all,Moderately true,Completely true,Not true at all,Moderately true,Moderately true,Very true,Moderately true,Not true at all,Not true at all,Moderately true,Moderately true,Not true at all,A little true,Most of the time,Some of the time,Most of the time,A little of the time,All of the time,A little of the time,More than half the days,Several days,More than half the days,Several days,Several days,Several days,More than half the days,Declined,9,Phosphorus,10,Vehicle emissions,8,Summer (June - September),9,Increased ocean temperature,9,"Radio,Word of mouth (friends, family, coworkers)",25 - 34,Male,,White or European,,Vocational or Trade School degree,Full-time,"$50,000 - $74,999",Moderately conservative,1,[confidential]
16/8/2024 16:33,16/8/2024 17:09,IP Address,100,2187,TRUE,16/8/2024 17:09,R_32KYYqmbJoObzp5,anonymous,EN,1,,0,0,,I agree,Yes,33618,,Single-family home,Own,,20 years or more,,Top priority,Moderate priority,High priority,Low priority,Top priority,High priority,Moderate priority,Low priority,Top priority,High priority,Top priority,High priority,Low priority,Low priority,Moderate priority,High priority,Very true,Completely true,A little true,Not true at all,Very true,Completely true,Very true,Completely true,A little true,Completely true,Moderately true,Very true,Completely true,Completely true,Completely true,Multiple times per week,About once a week,About once a month,About once a week,Multiple times per week,Multiple times per week,About once a week,Multiple times per week,About once a month,A few times,About once a week,Multiple times per week,Multiple times per week,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,A little more than I do,About the same as I do,Much more than I do,Much more than I do,A little more than I do,Much more than I do,A little less than I do,About the same as I do,Spring (March - May),The shoreline or bank of a water body,Fishing for my own food,"Yes, very involved","Yes, a little involved","Yes, very involved","Yes, very involved","No, not involved","Yes, very involved","Yes, very involved",Completely true,Very true,A little true,Completely true,Very true,Completely true,Completely true,Completely true,Moderately true,Very true,Very true,Completely true,Completely true,Moderately true,Very true,A little true,Moderately true,Completely true,Completely true,Very true,Completely true,Very true,Moderately true,Very true,Completely true,Very true,Some of the time,Most of the time,All of the time,All of the time,A good bit of the time,Most of the time,Nearly every day,Not at all,Nearly every day,More than half the days,Nearly every day,Nearly every day,More than half the days,Improved,8,Carbon,10,Wastewater,9,Spring (March - May),8,Increased ocean temperature,7,"Radio,Social media,Newspapers or magazines,Public meetings",18 - 24,Male,,White or European,,Doctoral degree,Unemployed,"$25,000 - $49,999",Strongly liberal,1,[confidential]
16/8/2024 17:06,16/8/2024 17:19,IP Address,100,769,TRUE,16/8/2024 17:19,R_5o0U3dmkaqoh0FX,anonymous,EN,1,,0,0,,I agree,Yes,33701,,Single-family home,Own,,5 - 9 years,,High priority,Not a priority,High priority,Not a priority,Not a priority,High priority,Top priority,Moderate priority,Moderate priority,Not a priority,Top priority,Top priority,Top priority,High priority,Top priority,Moderate priority,Very true,Completely true,Very true,A little true,Moderately true,Completely true,Completely true,A little true,A little true,Completely true,Completely true,Very true,Completely true,A little true,Completely true,A few times,A few times,About once a week,About once a week,About once a week,Multiple times per week,Multiple times per week,Multiple times per week,About once a week,About once a month,Never,About once a month,Never,Multiple times per week,Multiple times per week,About once a week,A few times,Never,Never,Multiple times per week,Multiple times per week,A few times,A few times,About the same as I do,About the same as I do,A little more than I do,Much more than I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,Spring (March - May),"The shoreline or bank of a water body,A fishing pier or boardwalk","Fishing for fun or sport,Fishing for relaxation,Fishing for my own food","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Not true at all,A little true,Moderately true,Not true at all,Very true,Very true,Very true,Not true at all,Not true at all,Very true,Not true at all,Completely true,Very true,Completely true,Moderately true,Completely true,Not true at all,Moderately true,Not true at all,A little true,Very true,Not true at all,Not true at all,Not true at all,Completely true,Some of the time,A good bit of the time,Some of the time,A good bit of the time,None of the time,Some of the time,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Declined,6,Phosphorus,0,Wastewater,6,Summer (June - September),5,"Boat propeller blades,Increased ocean temperature,Microplastics,Nutrient pollution",10,"Television,Your own observations or experiences",55 - 64,Female,,"Hispanic or Latino/a,White or European",,Vocational or Trade School degree,Retired,"$25,000 - $49,999",Moderately liberal,2,[confidential]
19/8/2024 4:54,19/8/2024 5:05,IP Address,100,655,TRUE,19/8/2024 5:05,R_58RJ4mM5sUbaDSI,anonymous,EN,1,,0,0,,I agree,Yes,33803,,Condominium,Own,,10 - 19 years,,Not a priority,Not a priority,Not a priority,Low priority,Not a priority,Not a priority,High priority,Not a priority,Moderate priority,Moderate priority,Moderate priority,High priority,Moderate priority,Moderate priority,High priority,Not a priority,Not true at all,Not true at all,Not true at all,A little true,A little true,Very true,Moderately true,Very true,A little true,A little true,A little true,Not true at all,Very true,Not true at all,A little true,Never,Never,Never,Never,About once a week,About once a month,Never,About once a week,Multiple times per week,Never,Never,A few times,Never,Never,A few times,A few times,Never,Never,Never,Never,About once a week,A few times,A few times,A little less than I do,A little more than I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,A little more than I do,About the same as I do,Summer (June - September),A fishing pier or boardwalk,"Fishing for fun or sport,Fishing for relaxation","No, not involved","No, not involved","Yes, a little involved","No, not involved","Yes, a little involved","No, not involved","No, not involved",Moderately true,Not true at all,Not true at all,Not true at all,Not true at all,A little true,A little true,Moderately true,A little true,A little true,Very true,Not true at all,Moderately true,A little true,Moderately true,Not true at all,Very true,A little true,Completely true,Not true at all,Not true at all,Not true at all,Not true at all,Very true,Not true at all,Moderately true,None of the time,Most of the time,None of the time,Most of the time,None of the time,All of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,10,Phosphorus,3,Wastewater,7,Summer (June - September),6,Nutrient pollution,7,Television,65 or older,Female,,White or European,,High school diploma or GED,Retired,"$100,000 or more",Slightly conservative,1.5,[confidential]
19/8/2024 5:11,19/8/2024 5:56,IP Address,100,2676,TRUE,19/8/2024 5:56,R_6nHRYZTSx9sHcfw,anonymous,EN,1,,0,0,,I agree,Yes,33604,,Single-family home,Own,,20 years or more,,Moderate priority,Moderate priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,Moderate priority,High priority,High priority,High priority,Top priority,Moderate priority,Moderate priority,Top priority,Moderate priority,A little true,Not true at all,A little true,A little true,Not true at all,Completely true,Moderately true,Very true,A little true,Very true,Moderately true,Moderately true,Moderately true,Not true at all,Very true,Never,A few times,A few times,A few times,Multiple times per week,Never,A few times,A few times,A few times,Never,Never,Never,Never,A few times,Never,A few times,Multiple times per week,A few times,A few times,Never,Multiple times per week,Multiple times per week,A few times,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,About the same as I do,"Spring (March - May),Fall (October - November)",,,"Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,A little true,Very true,A little true,A little true,Not true at all,Very true,Completely true,A little true,Moderately true,Very true,Not true at all,Moderately true,Very true,Moderately true,A little true,Completely true,Not true at all,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Very true,A little true,A little true,Some of the time,A good bit of the time,A little of the time,Some of the time,None of the time,A good bit of the time,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Remained about the same,6,Phosphorus,5,Stormwater runoff,6,Summer (June - September),7,Nutrient pollution,6,"Television,Word of mouth (friends, family, coworkers)",45 - 54,Female,,White or European,,High school diploma or GED,Full-time,"$100,000 or more",Slightly conservative,2.5,[confidential]
19/8/2024 5:47,19/8/2024 5:59,IP Address,100,695,TRUE,19/8/2024 5:59,R_6FXqiYu3k9HtWee,anonymous,EN,1,,0,0,,I agree,Yes,33707,,Single-family home,Own,,5 - 9 years,,High priority,Not a priority,High priority,Moderate priority,High priority,Moderate priority,Top priority,High priority,High priority,Moderate priority,High priority,High priority,High priority,High priority,High priority,Moderate priority,Moderately true,A little true,Moderately true,A little true,Moderately true,Completely true,Completely true,Moderately true,A little true,Completely true,Completely true,Completely true,Completely true,Moderately true,Completely true,A few times,Never,About once a month,A few times,About once a week,Never,Multiple times per week,Multiple times per week,A few times,A few times,A few times,A few times,A few times,About once a month,A few times,Never,A few times,Never,Never,A few times,Multiple times per week,About once a month,About once a week,A little more than I do,A little more than I do,About the same as I do,A little more than I do,About the same as I do,A little less than I do,About the same as I do,About the same as I do,,,,"No, not involved","Yes, a little involved","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved",Very true,Very true,Very true,Completely true,Moderately true,Moderately true,Very true,Very true,Moderately true,Moderately true,Very true,Not true at all,Completely true,Completely true,Completely true,Very true,Completely true,Not true at all,Moderately true,Not true at all,A little true,A little true,Moderately true,Very true,A little true,Completely true,A little of the time,A good bit of the time,A little of the time,Most of the time,A little of the time,A good bit of the time,Not at all,Several days,Several days,Not at all,Not at all,Several days,Not at all,Declined,10,Phosphorus,10,Wastewater,7,Summer (June - September),8,Increased ocean temperature,7,"Television,Your own observations or experiences",55 - 64,Female,,White or European,,Bachelor's degree,Full-time,"$25,000 - $49,999",Moderately liberal,1,[confidential]
19/8/2024 6:04,19/8/2024 6:26,IP Address,100,1277,TRUE,19/8/2024 6:26,R_6rCw7yWgQHi8tkO,anonymous,EN,1,,0,0,,I agree,Yes,33774,,Apartment,Rent,,10 - 19 years,,Low priority,Top priority,Top priority,Moderate priority,Moderate priority,High priority,Top priority,Top priority,Low priority,High priority,Not a priority,Moderate priority,High priority,Moderate priority,Top priority,Moderate priority,A little true,A little true,Completely true,A little true,Not true at all,Completely true,Moderately true,Completely true,A little true,Moderately true,A little true,Not true at all,Very true,Completely true,Moderately true,A few times,A few times,A few times,A few times,Never,A few times,Never,Never,Never,A few times,A few times,About once a month,Never,A few times,About once a week,,,,,Never,Never,Never,Never,,,,,Much more than I do,Much more than I do,A little more than I do,Much more than I do,,A fishing pier or boardwalk,"Fishing for fun or sport,Fishing for relaxation,Watching friends or family fish","No, not involved","No, not involved","No, not involved","No, not involved","No, not involved","Yes, very involved","No, not involved",Moderately true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Moderately true,Not true at all,Not true at all,Very true,Moderately true,Moderately true,A little true,Not true at all,Not true at all,Moderately true,Completely true,Moderately true,Not true at all,A little true,Not true at all,Not true at all,Not true at all,A little true,Moderately true,A little of the time,Most of the time,A little of the time,Most of the time,A little of the time,None of the time,Not at all,Not at all,Not at all,Several days,Several days,Several days,Not at all,Declined,8,Carbon,1,Industrial discharges into the bay,8,Summer (June - September),4,"Boat propeller blades,Nutrient pollution",5,"Television,Social media,Word of mouth (friends, family, coworkers),Your own observations or experiences",35 - 44,Female,,White or European,,High school diploma or GED,Unemployed,"$50,000 - $74,999",Neutral,2,[confidential]
19/8/2024 6:48,19/8/2024 6:54,IP Address,100,339,TRUE,19/8/2024 6:54,R_3PMgP00a4ytoG0H,anonymous,EN,1,,0,0,,I agree,Yes,33813,,Single-family home,Own,,10 - 19 years,,Low priority,High priority,High priority,Top priority,Moderate priority,Moderate priority,Moderate priority,High priority,Top priority,High priority,Low priority,Top priority,High priority,Moderate priority,High priority,High priority,Very true,Completely true,Moderately true,Very true,Very true,Moderately true,Very true,Completely true,A little true,Moderately true,Very true,Completely true,Very true,Moderately true,Moderately true,A few times,About once a week,About once a month,A few times,A few times,About once a week,About once a month,About once a week,Multiple times per week,About once a month,About once a week,About once a month,A few times,About once a month,About once a month,About once a week,About once a week,About once a week,About once a month,About once a week,About once a month,About once a week,About once a month,A little more than I do,A little less than I do,Much less than I do,A little less than I do,About the same as I do,A little less than I do,About the same as I do,A little less than I do,Summer (June - September),A fishing pier or boardwalk,Fishing for fun or sport,"Yes, very involved","Yes, a little involved","Yes, a little involved","Yes, a little involved","Yes, very involved","Yes, a little involved","No, not involved",A little true,Very true,Moderately true,Moderately true,Completely true,Very true,Moderately true,Very true,Very true,Very true,Very true,Moderately true,Very true,Moderately true,A little true,Moderately true,Very true,Moderately true,A little true,Very true,Completely true,Very true,Completely true,Completely true,A little true,Completely true,Some of the time,Most of the time,Most of the time,Most of the time,Most of the time,Some of the time,More than half the days,Nearly every day,More than half the days,More than half the days,Several days,More than half the days,More than half the days,Improved,9,Phosphorus,9,Stormwater runoff,9,Summer (June - September),9,Increased ocean temperature,8,Television,35 - 44,Female,,White or European,,Master's degree,Full-time,"$75,000 - $99,999",Moderately liberal,3,[confidential]
